characteristic	 value	 user_id	 study_name	 
birthmonth	7	10593832	pinus.ybalab.qiat.sc2
raceomb	8	10593832	pinus.ybalab.qiat.sc2
education	9	10593832	pinus.ybalab.qiat.sc2
sex	f	10593832	pinus.ybalab.qiat.sc2
reldenom	just a christian	10593832	pinus.ybalab.qiat.sc2
relfamily	nondenominational	10593832	pinus.ybalab.qiat.sc2
religion	protestant	10593832	pinus.ybalab.qiat.sc2
citizenship	us	10593832	pinus.ybalab.qiat.sc2
residence	us	10593832	pinus.ybalab.qiat.sc2
dayofbirth	.	10593840	pinus.ybalab.qiat.sc2
birthmonth	10	10593840	pinus.ybalab.qiat.sc2
birthyear	1971	10593840	pinus.ybalab.qiat.sc2
ethnicityomb	2	10593840	pinus.ybalab.qiat.sc2
politicalid	2	10593840	pinus.ybalab.qiat.sc2
religionid	2	10593840	pinus.ybalab.qiat.sc2
genoccupation	25-9999	10593840	pinus.ybalab.qiat.sc2
occupation	25-9999	10593840	pinus.ybalab.qiat.sc2
raceomb	6	10593840	pinus.ybalab.qiat.sc2
education	7	10593840	pinus.ybalab.qiat.sc2
major	9	10593840	pinus.ybalab.qiat.sc2
citizenship	bg	10593840	pinus.ybalab.qiat.sc2
religion	catholic	10593840	pinus.ybalab.qiat.sc2
sex	f	10593840	pinus.ybalab.qiat.sc2
relfamily	orthodox: eastern	10593840	pinus.ybalab.qiat.sc2
residence	us	10593840	pinus.ybalab.qiat.sc2
dayofbirth	.	10593847	pinus.ybalab.qiat.sc2
relfamily	.	10593847	pinus.ybalab.qiat.sc2
religionid	1	10593847	pinus.ybalab.qiat.sc2
birthyear	1988	10593847	pinus.ybalab.qiat.sc2
ethnicityomb	2	10593847	pinus.ybalab.qiat.sc2
politicalid	3	10593847	pinus.ybalab.qiat.sc2
raceomb	6	10593847	pinus.ybalab.qiat.sc2
birthmonth	7	10593847	pinus.ybalab.qiat.sc2
major	8	10593847	pinus.ybalab.qiat.sc2
education	9	10593847	pinus.ybalab.qiat.sc2
genoccupation	99-9999	10593847	pinus.ybalab.qiat.sc2
sex	f	10593847	pinus.ybalab.qiat.sc2
residence	fr	10593847	pinus.ybalab.qiat.sc2
religion	none	10593847	pinus.ybalab.qiat.sc2
citizenship	pl	10593847	pinus.ybalab.qiat.sc2
dayofbirth	.	10593850	pinus.ybalab.qiat.sc2
major	.	10593850	pinus.ybalab.qiat.sc2
education	1	10593850	pinus.ybalab.qiat.sc2
religionid	1	10593850	pinus.ybalab.qiat.sc2
birthyear	1962	10593850	pinus.ybalab.qiat.sc2
ethnicityomb	2	10593850	pinus.ybalab.qiat.sc2
politicalid	3	10593850	pinus.ybalab.qiat.sc2
raceomb	4	10593850	pinus.ybalab.qiat.sc2
birthmonth	9	10593850	pinus.ybalab.qiat.sc2
genoccupation	99-9999	10593850	pinus.ybalab.qiat.sc2
occupation	99-9999	10593850	pinus.ybalab.qiat.sc2
relfamily	atheist	10593850	pinus.ybalab.qiat.sc2
citizenship	de	10593850	pinus.ybalab.qiat.sc2
sex	f	10593850	pinus.ybalab.qiat.sc2
religion	none	10593850	pinus.ybalab.qiat.sc2
residence	vn	10593850	pinus.ybalab.qiat.sc2
dayofbirth	.	10593853	pinus.ybalab.qiat.sc2
relfamily	.	10593853	pinus.ybalab.qiat.sc2
politicalid	1	10593853	pinus.ybalab.qiat.sc2
major	11	10593853	pinus.ybalab.qiat.sc2
birthyear	1981	10593853	pinus.ybalab.qiat.sc2
ethnicityomb	2	10593853	pinus.ybalab.qiat.sc2
birthmonth	3	10593853	pinus.ybalab.qiat.sc2
religionid	3	10593853	pinus.ybalab.qiat.sc2
genoccupation	55	10593853	pinus.ybalab.qiat.sc2
raceomb	6	10593853	pinus.ybalab.qiat.sc2
education	9	10593853	pinus.ybalab.qiat.sc2
sex	m	10593853	pinus.ybalab.qiat.sc2
religion	protestant	10593853	pinus.ybalab.qiat.sc2
residence	sm	10593853	pinus.ybalab.qiat.sc2
citizenship	us	10593853	pinus.ybalab.qiat.sc2
dayofbirth	.	10593868	pinus.ybalab.qiat.sc2
relfamily	.	10593868	pinus.ybalab.qiat.sc2
politicalid	0	10593868	pinus.ybalab.qiat.sc2
birthyear	1990	10593868	pinus.ybalab.qiat.sc2
ethnicityomb	2	10593868	pinus.ybalab.qiat.sc2
genoccupation	25	10593868	pinus.ybalab.qiat.sc2
major	3	10593868	pinus.ybalab.qiat.sc2
religionid	3	10593868	pinus.ybalab.qiat.sc2
birthmonth	6	10593868	pinus.ybalab.qiat.sc2
raceomb	6	10593868	pinus.ybalab.qiat.sc2
education	8	10593868	pinus.ybalab.qiat.sc2
sex	f	10593868	pinus.ybalab.qiat.sc2
religion	protestant	10593868	pinus.ybalab.qiat.sc2
citizenship	us	10593868	pinus.ybalab.qiat.sc2
residence	us	10593868	pinus.ybalab.qiat.sc2
dayofbirth	.	10593874	pinus.ybalab.qiat.sc2
major	.	10593874	pinus.ybalab.qiat.sc2
politicalid	.	10593874	pinus.ybalab.qiat.sc2
religion	.	10593874	pinus.ybalab.qiat.sc2
religionid	.	10593874	pinus.ybalab.qiat.sc2
birthyear	1997	10593874	pinus.ybalab.qiat.sc2
genoccupation	25-9999	10593874	pinus.ybalab.qiat.sc2
occupation	25-9999	10593874	pinus.ybalab.qiat.sc2
ethnicityomb	3	10593874	pinus.ybalab.qiat.sc2
education	4	10593874	pinus.ybalab.qiat.sc2
raceomb	5	10593874	pinus.ybalab.qiat.sc2
birthmonth	8	10593874	pinus.ybalab.qiat.sc2
sex	m	10593874	pinus.ybalab.qiat.sc2
residence	sm	10593874	pinus.ybalab.qiat.sc2
citizenship	us	10593874	pinus.ybalab.qiat.sc2
dayofbirth	.	10593877	pinus.ybalab.qiat.sc2
religionid	1	10593877	pinus.ybalab.qiat.sc2
birthyear	1979	10593877	pinus.ybalab.qiat.sc2
ethnicityomb	2	10593877	pinus.ybalab.qiat.sc2
politicalid	2	10593877	pinus.ybalab.qiat.sc2
genoccupation	23	10593877	pinus.ybalab.qiat.sc2
occupation	23-1000	10593877	pinus.ybalab.qiat.sc2
raceomb	6	10593877	pinus.ybalab.qiat.sc2
education	7	10593877	pinus.ybalab.qiat.sc2
birthmonth	8	10593877	pinus.ybalab.qiat.sc2
major	9	10593877	pinus.ybalab.qiat.sc2
sex	f	10593877	pinus.ybalab.qiat.sc2
religion	none	10593877	pinus.ybalab.qiat.sc2
citizenship	nz	10593877	pinus.ybalab.qiat.sc2
residence	nz	10593877	pinus.ybalab.qiat.sc2
relfamily	spiritual, no organized religion	10593877	pinus.ybalab.qiat.sc2
politicalid	-1	10593880	pinus.ybalab.qiat.sc2
dayofbirth	.	10593880	pinus.ybalab.qiat.sc2
relfamily	.	10593880	pinus.ybalab.qiat.sc2
ethnicityomb	1	10593880	pinus.ybalab.qiat.sc2
genoccupation	13	10593880	pinus.ybalab.qiat.sc2
occupation	13-9999	10593880	pinus.ybalab.qiat.sc2
birthyear	1985	10593880	pinus.ybalab.qiat.sc2
birthmonth	2	10593880	pinus.ybalab.qiat.sc2
religionid	3	10593880	pinus.ybalab.qiat.sc2
education	8	10593880	pinus.ybalab.qiat.sc2
major	8	10593880	pinus.ybalab.qiat.sc2
raceomb	8	10593880	pinus.ybalab.qiat.sc2
sex	f	10593880	pinus.ybalab.qiat.sc2
religion	protestant	10593880	pinus.ybalab.qiat.sc2
citizenship	us	10593880	pinus.ybalab.qiat.sc2
residence	us	10593880	pinus.ybalab.qiat.sc2
dayofbirth	.	10593883	pinus.ybalab.qiat.sc2
relfamily	.	10593883	pinus.ybalab.qiat.sc2
religionid	1	10593883	pinus.ybalab.qiat.sc2
education	10	10593883	pinus.ybalab.qiat.sc2
birthyear	1958	10593883	pinus.ybalab.qiat.sc2
ethnicityomb	2	10593883	pinus.ybalab.qiat.sc2
genoccupation	23	10593883	pinus.ybalab.qiat.sc2
politicalid	3	10593883	pinus.ybalab.qiat.sc2
birthmonth	6	10593883	pinus.ybalab.qiat.sc2
raceomb	6	10593883	pinus.ybalab.qiat.sc2
major	9	10593883	pinus.ybalab.qiat.sc2
religion	jewish	10593883	pinus.ybalab.qiat.sc2
sex	m	10593883	pinus.ybalab.qiat.sc2
residence	sm	10593883	pinus.ybalab.qiat.sc2
citizenship	us	10593883	pinus.ybalab.qiat.sc2
dayofbirth	.	10593885	pinus.ybalab.qiat.sc2
politicalid	.	10593885	pinus.ybalab.qiat.sc2
birthmonth	1	10593885	pinus.ybalab.qiat.sc2
birthyear	1993	10593885	pinus.ybalab.qiat.sc2
major	2	10593885	pinus.ybalab.qiat.sc2
raceomb	2	10593885	pinus.ybalab.qiat.sc2
genoccupation	25-9999	10593885	pinus.ybalab.qiat.sc2
ethnicityomb	3	10593885	pinus.ybalab.qiat.sc2
religionid	3	10593885	pinus.ybalab.qiat.sc2
education	5	10593885	pinus.ybalab.qiat.sc2
citizenship	kr	10593885	pinus.ybalab.qiat.sc2
residence	kr	10593885	pinus.ybalab.qiat.sc2
sex	m	10593885	pinus.ybalab.qiat.sc2
religion	protestant	10593885	pinus.ybalab.qiat.sc2
dayofbirth	.	10593886	pinus.ybalab.qiat.sc2
relfamily	.	10593886	pinus.ybalab.qiat.sc2
politicalid	0	10593886	pinus.ybalab.qiat.sc2
religionid	1	10593886	pinus.ybalab.qiat.sc2
birthmonth	10	10593886	pinus.ybalab.qiat.sc2
education	13	10593886	pinus.ybalab.qiat.sc2
major	13	10593886	pinus.ybalab.qiat.sc2
birthyear	1986	10593886	pinus.ybalab.qiat.sc2
ethnicityomb	3	10593886	pinus.ybalab.qiat.sc2
raceomb	9	10593886	pinus.ybalab.qiat.sc2
genoccupation	99-9999	10593886	pinus.ybalab.qiat.sc2
sex	m	10593886	pinus.ybalab.qiat.sc2
religion	none	10593886	pinus.ybalab.qiat.sc2
residence	sm	10593886	pinus.ybalab.qiat.sc2
citizenship	us	10593886	pinus.ybalab.qiat.sc2
dayofbirth	.	10593887	pinus.ybalab.qiat.sc2
relfamily	.	10593887	pinus.ybalab.qiat.sc2
major	10	10593887	pinus.ybalab.qiat.sc2
birthyear	1993	10593887	pinus.ybalab.qiat.sc2
ethnicityomb	2	10593887	pinus.ybalab.qiat.sc2
politicalid	2	10593887	pinus.ybalab.qiat.sc2
genoccupation	25	10593887	pinus.ybalab.qiat.sc2
religionid	3	10593887	pinus.ybalab.qiat.sc2
birthmonth	5	10593887	pinus.ybalab.qiat.sc2
raceomb	6	10593887	pinus.ybalab.qiat.sc2
education	8	10593887	pinus.ybalab.qiat.sc2
sex	f	10593887	pinus.ybalab.qiat.sc2
religion	protestant	10593887	pinus.ybalab.qiat.sc2
residence	sm	10593887	pinus.ybalab.qiat.sc2
citizenship	us	10593887	pinus.ybalab.qiat.sc2
dayofbirth	.	10593891	pinus.ybalab.qiat.sc2
religionid	1	10593891	pinus.ybalab.qiat.sc2
birthyear	1991	10593891	pinus.ybalab.qiat.sc2
ethnicityomb	2	10593891	pinus.ybalab.qiat.sc2
genoccupation	2931	10593891	pinus.ybalab.qiat.sc2
politicalid	3	10593891	pinus.ybalab.qiat.sc2
occupation	31-1000	10593891	pinus.ybalab.qiat.sc2
education	5	10593891	pinus.ybalab.qiat.sc2
birthmonth	6	10593891	pinus.ybalab.qiat.sc2
raceomb	6	10593891	pinus.ybalab.qiat.sc2
major	7	10593891	pinus.ybalab.qiat.sc2
sex	f	10593891	pinus.ybalab.qiat.sc2
religion	jewish	10593891	pinus.ybalab.qiat.sc2
relfamily	secular	10593891	pinus.ybalab.qiat.sc2
citizenship	us	10593891	pinus.ybalab.qiat.sc2
residence	us	10593891	pinus.ybalab.qiat.sc2
dayofbirth	.	10593893	pinus.ybalab.qiat.sc2
relfamily	.	10593893	pinus.ybalab.qiat.sc2
major	1	10593893	pinus.ybalab.qiat.sc2
politicalid	1	10593893	pinus.ybalab.qiat.sc2
religionid	1	10593893	pinus.ybalab.qiat.sc2
birthmonth	11	10593893	pinus.ybalab.qiat.sc2
birthyear	1983	10593893	pinus.ybalab.qiat.sc2
ethnicityomb	2	10593893	pinus.ybalab.qiat.sc2
genoccupation	25-9999	10593893	pinus.ybalab.qiat.sc2
raceomb	6	10593893	pinus.ybalab.qiat.sc2
education	7	10593893	pinus.ybalab.qiat.sc2
sex	f	10593893	pinus.ybalab.qiat.sc2
religion	none	10593893	pinus.ybalab.qiat.sc2
residence	sm	10593893	pinus.ybalab.qiat.sc2
citizenship	us	10593893	pinus.ybalab.qiat.sc2
dayofbirth	.	10593894	pinus.ybalab.qiat.sc2
relfamily	.	10593894	pinus.ybalab.qiat.sc2
major	13	10593894	pinus.ybalab.qiat.sc2
birthyear	1971	10593894	pinus.ybalab.qiat.sc2
birthmonth	2	10593894	pinus.ybalab.qiat.sc2
ethnicityomb	2	10593894	pinus.ybalab.qiat.sc2
genoccupation	27	10593894	pinus.ybalab.qiat.sc2
politicalid	3	10593894	pinus.ybalab.qiat.sc2
religionid	4	10593894	pinus.ybalab.qiat.sc2
raceomb	6	10593894	pinus.ybalab.qiat.sc2
education	9	10593894	pinus.ybalab.qiat.sc2
sex	f	10593894	pinus.ybalab.qiat.sc2
religion	otherrelig	10593894	pinus.ybalab.qiat.sc2
residence	sm	10593894	pinus.ybalab.qiat.sc2
citizenship	us	10593894	pinus.ybalab.qiat.sc2
dayofbirth	.	10593895	pinus.ybalab.qiat.sc2
ethnicityomb	.	10593895	pinus.ybalab.qiat.sc2
politicalid	0	10593895	pinus.ybalab.qiat.sc2
education	13	10593895	pinus.ybalab.qiat.sc2
birthyear	1980	10593895	pinus.ybalab.qiat.sc2
genoccupation	25	10593895	pinus.ybalab.qiat.sc2
occupation	25-xxxx	10593895	pinus.ybalab.qiat.sc2
birthmonth	3	10593895	pinus.ybalab.qiat.sc2
religionid	3	10593895	pinus.ybalab.qiat.sc2
major	5	10593895	pinus.ybalab.qiat.sc2
raceomb	8	10593895	pinus.ybalab.qiat.sc2
sex	f	10593895	pinus.ybalab.qiat.sc2
relfamily	nondenominational	10593895	pinus.ybalab.qiat.sc2
reldenom	nondenominational church	10593895	pinus.ybalab.qiat.sc2
religion	protestant	10593895	pinus.ybalab.qiat.sc2
citizenship	us	10593895	pinus.ybalab.qiat.sc2
residence	us	10593895	pinus.ybalab.qiat.sc2
dayofbirth	.	10593903	pinus.ybalab.qiat.sc2
religionid	1	10593903	pinus.ybalab.qiat.sc2
birthyear	1971	10593903	pinus.ybalab.qiat.sc2
ethnicityomb	2	10593903	pinus.ybalab.qiat.sc2
birthmonth	3	10593903	pinus.ybalab.qiat.sc2
politicalid	3	10593903	pinus.ybalab.qiat.sc2
genoccupation	39	10593903	pinus.ybalab.qiat.sc2
occupation	39-5000	10593903	pinus.ybalab.qiat.sc2
education	5	10593903	pinus.ybalab.qiat.sc2
raceomb	6	10593903	pinus.ybalab.qiat.sc2
major	7	10593903	pinus.ybalab.qiat.sc2
sex	f	10593903	pinus.ybalab.qiat.sc2
religion	none	10593903	pinus.ybalab.qiat.sc2
residence	sm	10593903	pinus.ybalab.qiat.sc2
relfamily	spiritual, no organized religion	10593903	pinus.ybalab.qiat.sc2
citizenship	us	10593903	pinus.ybalab.qiat.sc2
dayofbirth	.	10593906	pinus.ybalab.qiat.sc2
relfamily	.	10593906	pinus.ybalab.qiat.sc2
religionid	1	10593906	pinus.ybalab.qiat.sc2
major	10	10593906	pinus.ybalab.qiat.sc2
birthyear	1976	10593906	pinus.ybalab.qiat.sc2
birthmonth	2	10593906	pinus.ybalab.qiat.sc2
ethnicityomb	2	10593906	pinus.ybalab.qiat.sc2
politicalid	2	10593906	pinus.ybalab.qiat.sc2
genoccupation	25	10593906	pinus.ybalab.qiat.sc2
raceomb	6	10593906	pinus.ybalab.qiat.sc2
education	7	10593906	pinus.ybalab.qiat.sc2
sex	f	10593906	pinus.ybalab.qiat.sc2
religion	none	10593906	pinus.ybalab.qiat.sc2
citizenship	us	10593906	pinus.ybalab.qiat.sc2
residence	us	10593906	pinus.ybalab.qiat.sc2
dayofbirth	.	10593919	pinus.ybalab.qiat.sc2
relfamily	.	10593919	pinus.ybalab.qiat.sc2
politicalid	0	10593919	pinus.ybalab.qiat.sc2
education	14	10593919	pinus.ybalab.qiat.sc2
birthyear	1978	10593919	pinus.ybalab.qiat.sc2
ethnicityomb	2	10593919	pinus.ybalab.qiat.sc2
genoccupation	27	10593919	pinus.ybalab.qiat.sc2
major	3	10593919	pinus.ybalab.qiat.sc2
religionid	3	10593919	pinus.ybalab.qiat.sc2
raceomb	6	10593919	pinus.ybalab.qiat.sc2
birthmonth	7	10593919	pinus.ybalab.qiat.sc2
sex	m	10593919	pinus.ybalab.qiat.sc2
religion	protestant	10593919	pinus.ybalab.qiat.sc2
citizenship	us	10593919	pinus.ybalab.qiat.sc2
residence	us	10593919	pinus.ybalab.qiat.sc2
dayofbirth	.	10593927	pinus.ybalab.qiat.sc2
religionid	1	10593927	pinus.ybalab.qiat.sc2
birthyear	1985	10593927	pinus.ybalab.qiat.sc2
ethnicityomb	2	10593927	pinus.ybalab.qiat.sc2
politicalid	2	10593927	pinus.ybalab.qiat.sc2
genoccupation	2931	10593927	pinus.ybalab.qiat.sc2
occupation	31-9000	10593927	pinus.ybalab.qiat.sc2
birthmonth	5	10593927	pinus.ybalab.qiat.sc2
raceomb	6	10593927	pinus.ybalab.qiat.sc2
major	7	10593927	pinus.ybalab.qiat.sc2
education	8	10593927	pinus.ybalab.qiat.sc2
relfamily	agnostic	10593927	pinus.ybalab.qiat.sc2
sex	m	10593927	pinus.ybalab.qiat.sc2
religion	none	10593927	pinus.ybalab.qiat.sc2
citizenship	us	10593927	pinus.ybalab.qiat.sc2
residence	us	10593927	pinus.ybalab.qiat.sc2
dayofbirth	.	10593929	pinus.ybalab.qiat.sc2
birthmonth	1	10593929	pinus.ybalab.qiat.sc2
politicalid	1	10593929	pinus.ybalab.qiat.sc2
religionid	1	10593929	pinus.ybalab.qiat.sc2
major	13	10593929	pinus.ybalab.qiat.sc2
birthyear	1988	10593929	pinus.ybalab.qiat.sc2
ethnicityomb	2	10593929	pinus.ybalab.qiat.sc2
genoccupation	41	10593929	pinus.ybalab.qiat.sc2
occupation	41-3000	10593929	pinus.ybalab.qiat.sc2
raceomb	6	10593929	pinus.ybalab.qiat.sc2
education	7	10593929	pinus.ybalab.qiat.sc2
relfamily	agnostic	10593929	pinus.ybalab.qiat.sc2
residence	au	10593929	pinus.ybalab.qiat.sc2
sex	m	10593929	pinus.ybalab.qiat.sc2
religion	none	10593929	pinus.ybalab.qiat.sc2
citizenship	uk	10593929	pinus.ybalab.qiat.sc2
dayofbirth	.	10593936	pinus.ybalab.qiat.sc2
major	.	10593936	pinus.ybalab.qiat.sc2
relfamily	.	10593936	pinus.ybalab.qiat.sc2
birthyear	1998	10593936	pinus.ybalab.qiat.sc2
ethnicityomb	2	10593936	pinus.ybalab.qiat.sc2
politicalid	2	10593936	pinus.ybalab.qiat.sc2
religionid	2	10593936	pinus.ybalab.qiat.sc2
genoccupation	25-9999	10593936	pinus.ybalab.qiat.sc2
education	4	10593936	pinus.ybalab.qiat.sc2
raceomb	6	10593936	pinus.ybalab.qiat.sc2
birthmonth	9	10593936	pinus.ybalab.qiat.sc2
citizenship	fi	10593936	pinus.ybalab.qiat.sc2
residence	fi	10593936	pinus.ybalab.qiat.sc2
sex	m	10593936	pinus.ybalab.qiat.sc2
religion	none	10593936	pinus.ybalab.qiat.sc2
dayofbirth	.	10593941	pinus.ybalab.qiat.sc2
politicalid	0	10593941	pinus.ybalab.qiat.sc2
religionid	1	10593941	pinus.ybalab.qiat.sc2
birthmonth	12	10593941	pinus.ybalab.qiat.sc2
genoccupation	13	10593941	pinus.ybalab.qiat.sc2
occupation	13-9999	10593941	pinus.ybalab.qiat.sc2
birthyear	1961	10593941	pinus.ybalab.qiat.sc2
ethnicityomb	2	10593941	pinus.ybalab.qiat.sc2
major	6	10593941	pinus.ybalab.qiat.sc2
raceomb	6	10593941	pinus.ybalab.qiat.sc2
education	7	10593941	pinus.ybalab.qiat.sc2
religion	jewish	10593941	pinus.ybalab.qiat.sc2
sex	m	10593941	pinus.ybalab.qiat.sc2
relfamily	other jewish	10593941	pinus.ybalab.qiat.sc2
citizenship	us	10593941	pinus.ybalab.qiat.sc2
residence	us	10593941	pinus.ybalab.qiat.sc2
dayofbirth	.	10593949	pinus.ybalab.qiat.sc2
birthmonth	1	10593949	pinus.ybalab.qiat.sc2
ethnicityomb	1	10593949	pinus.ybalab.qiat.sc2
politicalid	1	10593949	pinus.ybalab.qiat.sc2
religionid	1	10593949	pinus.ybalab.qiat.sc2
major	11	10593949	pinus.ybalab.qiat.sc2
birthyear	1968	10593949	pinus.ybalab.qiat.sc2
occupation	29-2000	10593949	pinus.ybalab.qiat.sc2
genoccupation	2931	10593949	pinus.ybalab.qiat.sc2
education	7	10593949	pinus.ybalab.qiat.sc2
raceomb	8	10593949	pinus.ybalab.qiat.sc2
religion	catholic	10593949	pinus.ybalab.qiat.sc2
citizenship	co	10593949	pinus.ybalab.qiat.sc2
sex	f	10593949	pinus.ybalab.qiat.sc2
relfamily	roman catholic	10593949	pinus.ybalab.qiat.sc2
residence	us	10593949	pinus.ybalab.qiat.sc2
dayofbirth	.	10593950	pinus.ybalab.qiat.sc2
genoccupation	.	10593950	pinus.ybalab.qiat.sc2
politicalid	.	10593950	pinus.ybalab.qiat.sc2
relfamily	.	10593950	pinus.ybalab.qiat.sc2
religionid	.	10593950	pinus.ybalab.qiat.sc2
major	11	10593950	pinus.ybalab.qiat.sc2
birthmonth	12	10593950	pinus.ybalab.qiat.sc2
birthyear	1993	10593950	pinus.ybalab.qiat.sc2
ethnicityomb	2	10593950	pinus.ybalab.qiat.sc2
raceomb	4	10593950	pinus.ybalab.qiat.sc2
education	9	10593950	pinus.ybalab.qiat.sc2
sex	f	10593950	pinus.ybalab.qiat.sc2
religion	protestant	10593950	pinus.ybalab.qiat.sc2
residence	sm	10593950	pinus.ybalab.qiat.sc2
citizenship	us	10593950	pinus.ybalab.qiat.sc2
dayofbirth	.	10593952	pinus.ybalab.qiat.sc2
relfamily	.	10593952	pinus.ybalab.qiat.sc2
genoccupation	13	10593952	pinus.ybalab.qiat.sc2
education	14	10593952	pinus.ybalab.qiat.sc2
birthyear	1975	10593952	pinus.ybalab.qiat.sc2
ethnicityomb	2	10593952	pinus.ybalab.qiat.sc2
major	2	10593952	pinus.ybalab.qiat.sc2
politicalid	2	10593952	pinus.ybalab.qiat.sc2
religionid	2	10593952	pinus.ybalab.qiat.sc2
birthmonth	5	10593952	pinus.ybalab.qiat.sc2
raceomb	6	10593952	pinus.ybalab.qiat.sc2
religion	jewish	10593952	pinus.ybalab.qiat.sc2
sex	m	10593952	pinus.ybalab.qiat.sc2
citizenship	us	10593952	pinus.ybalab.qiat.sc2
residence	us	10593952	pinus.ybalab.qiat.sc2
dayofbirth	.	10593964	pinus.ybalab.qiat.sc2
birthyear	1936	10593964	pinus.ybalab.qiat.sc2
ethnicityomb	2	10593964	pinus.ybalab.qiat.sc2
politicalid	2	10593964	pinus.ybalab.qiat.sc2
religionid	2	10593964	pinus.ybalab.qiat.sc2
major	5	10593964	pinus.ybalab.qiat.sc2
raceomb	6	10593964	pinus.ybalab.qiat.sc2
birthmonth	7	10593964	pinus.ybalab.qiat.sc2
education	9	10593964	pinus.ybalab.qiat.sc2
genoccupation	99-0001	10593964	pinus.ybalab.qiat.sc2
occupation	99-0001	10593964	pinus.ybalab.qiat.sc2
religion	buddhist	10593964	pinus.ybalab.qiat.sc2
relfamily	buddhist: theravada	10593964	pinus.ybalab.qiat.sc2
sex	f	10593964	pinus.ybalab.qiat.sc2
citizenship	us	10593964	pinus.ybalab.qiat.sc2
residence	us	10593964	pinus.ybalab.qiat.sc2
dayofbirth	.	10593967	pinus.ybalab.qiat.sc2
politicalid	0	10593967	pinus.ybalab.qiat.sc2
birthyear	1986	10593967	pinus.ybalab.qiat.sc2
ethnicityomb	2	10593967	pinus.ybalab.qiat.sc2
religionid	2	10593967	pinus.ybalab.qiat.sc2
genoccupation	2931	10593967	pinus.ybalab.qiat.sc2
occupation	31-1000	10593967	pinus.ybalab.qiat.sc2
birthmonth	5	10593967	pinus.ybalab.qiat.sc2
raceomb	6	10593967	pinus.ybalab.qiat.sc2
education	7	10593967	pinus.ybalab.qiat.sc2
major	7	10593967	pinus.ybalab.qiat.sc2
religion	catholic	10593967	pinus.ybalab.qiat.sc2
sex	f	10593967	pinus.ybalab.qiat.sc2
relfamily	roman catholic	10593967	pinus.ybalab.qiat.sc2
citizenship	us	10593967	pinus.ybalab.qiat.sc2
residence	us	10593967	pinus.ybalab.qiat.sc2
dayofbirth	.	10593970	pinus.ybalab.qiat.sc2
genoccupation	.	10593970	pinus.ybalab.qiat.sc2
major	.	10593970	pinus.ybalab.qiat.sc2
religion	.	10593970	pinus.ybalab.qiat.sc2
politicalid	0	10593970	pinus.ybalab.qiat.sc2
birthyear	1976	10593970	pinus.ybalab.qiat.sc2
ethnicityomb	2	10593970	pinus.ybalab.qiat.sc2
religionid	2	10593970	pinus.ybalab.qiat.sc2
birthmonth	4	10593970	pinus.ybalab.qiat.sc2
education	5	10593970	pinus.ybalab.qiat.sc2
raceomb	6	10593970	pinus.ybalab.qiat.sc2
citizenship	au	10593970	pinus.ybalab.qiat.sc2
sex	f	10593970	pinus.ybalab.qiat.sc2
residence	sm	10593970	pinus.ybalab.qiat.sc2
dayofbirth	.	10593972	pinus.ybalab.qiat.sc2
relfamily	.	10593972	pinus.ybalab.qiat.sc2
major	1	10593972	pinus.ybalab.qiat.sc2
politicalid	1	10593972	pinus.ybalab.qiat.sc2
birthmonth	11	10593972	pinus.ybalab.qiat.sc2
birthyear	1997	10593972	pinus.ybalab.qiat.sc2
ethnicityomb	2	10593972	pinus.ybalab.qiat.sc2
religionid	2	10593972	pinus.ybalab.qiat.sc2
genoccupation	25-9999	10593972	pinus.ybalab.qiat.sc2
education	5	10593972	pinus.ybalab.qiat.sc2
raceomb	6	10593972	pinus.ybalab.qiat.sc2
sex	f	10593972	pinus.ybalab.qiat.sc2
citizenship	kw	10593972	pinus.ybalab.qiat.sc2
religion	muslim	10593972	pinus.ybalab.qiat.sc2
residence	us	10593972	pinus.ybalab.qiat.sc2
dayofbirth	.	10593976	pinus.ybalab.qiat.sc2
relfamily	.	10593976	pinus.ybalab.qiat.sc2
birthmonth	1	10593976	pinus.ybalab.qiat.sc2
politicalid	1	10593976	pinus.ybalab.qiat.sc2
major	13	10593976	pinus.ybalab.qiat.sc2
birthyear	1982	10593976	pinus.ybalab.qiat.sc2
ethnicityomb	2	10593976	pinus.ybalab.qiat.sc2
religionid	2	10593976	pinus.ybalab.qiat.sc2
genoccupation	41	10593976	pinus.ybalab.qiat.sc2
education	5	10593976	pinus.ybalab.qiat.sc2
raceomb	6	10593976	pinus.ybalab.qiat.sc2
citizenship	ca	10593976	pinus.ybalab.qiat.sc2
residence	ca	10593976	pinus.ybalab.qiat.sc2
sex	m	10593976	pinus.ybalab.qiat.sc2
religion	none	10593976	pinus.ybalab.qiat.sc2
politicalid	-1	10593979	pinus.ybalab.qiat.sc2
dayofbirth	.	10593979	pinus.ybalab.qiat.sc2
relfamily	.	10593979	pinus.ybalab.qiat.sc2
birthyear	1986	10593979	pinus.ybalab.qiat.sc2
ethnicityomb	2	10593979	pinus.ybalab.qiat.sc2
genoccupation	2931	10593979	pinus.ybalab.qiat.sc2
birthmonth	3	10593979	pinus.ybalab.qiat.sc2
religionid	3	10593979	pinus.ybalab.qiat.sc2
raceomb	6	10593979	pinus.ybalab.qiat.sc2
education	7	10593979	pinus.ybalab.qiat.sc2
major	7	10593979	pinus.ybalab.qiat.sc2
sex	f	10593979	pinus.ybalab.qiat.sc2
